ID,name,govsystem,x,y,race,prod,activity,tag,civlevel,size,SC
982,SourceFile,2,-26,17,0,2,23525,[],9,3,1
983,Kombu,1,-24,-28,2,0,23020,[TAG],8,4,1
984,Mirin,1,-24,-28,2,0,21144,[TAG],5,2,1
985,Oolong,1,-24,-28,1,1,20987,[TAG],5,3,1
986,pati,2,23,19,1,0,22876,[],9,3,1
987,Exit,2,23,19,2,2,20417,[],5,1,1
988,Woofwoof,2,2,11,2,0,20694,[],7,1,1
990,Ziziviolet,0,11,2,2,1,21707,[],9,1,1
991,Neutral-26-L,2,-2,11,0,0,19328,[],5,3,1
992,Neutral-8U-K,1,-11,2,2,1,15044,[],1,2,1
993,Neutral-17-1T,1,-11,2,0,2,15041,[],1,3,1
994,Carbonade,2,2,-11,0,2,22854,[PASTA],9,2,1
995,ArlandisGoD,0,11,-2,2,2,3865,[],1,4,1
996,Neutral-IM-1F,1,-2,-11,1,0,15061,[],1,2,1
997,Neutral-4S-1U,1,-11,-2,0,2,15045,[],1,2,1
998,Neutral-3I-1F,1,-11,-2,0,1,15040,[],1,3,1
999,Zywoo,2,3,11,1,0,22321,[],9,1,1
1000,Neutral-G1-1T,1,11,3,0,1,14719,[],1,1,1
1001,Neutral-93-1P,1,-3,11,1,0,14731,[],1,2,1
1002,Neutral-KX-Q,1,-3,11,1,0,14732,[],1,2,1
1003,Neutral-D0-1E,1,-3,11,1,0,14731,[],1,2,1
1004,Neutral-38-1U,1,-11,3,2,0,15061,[],1,3,1
1005,Waverly,2,-11,3,0,0,20016,[],4,3,1
1006,Neutral-2X-M,1,-11,3,1,0,15062,[],1,1,1
1007,Bourguignon,2,3,-11,1,0,22677,[PASTA],9,2,1
1008,Fromage,2,3,-11,1,1,22788,[PASTA],9,3,1
1009,Radis,2,3,-11,0,1,22670,[PASTA],9,1,1
1010,Minestrone,2,11,-3,1,2,21990,[PASTA],9,1,1
1011,Yumyum,2,11,-3,2,1,22024,[PASTA],9,3,1
1012,Tortellini,2,11,-3,0,0,22073,[PASTA],9,1,1
1013,mujeres,1,-3,-11,2,0,20328,[],5,1,1
1014,HaS-287,2,-11,-3,0,2,23437,[],9,2,1
1015,Carlax,2,4,10,1,0,20843,[],7,2,1
1016,Baldem,2,4,10,0,0,21712,[],8,2,1
1017,StasisON,2,10,4,2,0,21739,[],9,1,1
1018,StasisOFF,2,10,4,0,1,21761,[],9,4,1
1019,Neutral-A6-W,1,-4,10,1,1,15041,[],1,1,1
1020,EatBread,0,-4,10,0,2,19322,[],4,2,1
1021,Neutral-ER-16,1,-4,10,2,0,15064,[],1,1,1
1022,Makemake,2,-10,4,2,0,23420,[],9,1,1
1023,Brenda,2,4,-10,2,1,22959,[PASTA],9,4,1
1024,FARC,2,4,-10,2,2,22953,[PASTA],9,2,1
1025,Bernard,2,4,-10,2,0,23195,[PASTA],9,3,1
1026,Central,2,10,-4,0,2,22850,[PASTA],9,2,1
1027,Lions,2,10,-4,1,0,22879,[PASTA],9,1,1
1028,GoldenGate,2,10,-4,0,2,22809,[PASTA],9,2,1
1029,Linetti,2,-4,-10,2,2,21538,[],7,1,1
1030,Millenium-287,2,-10,-4,1,1,23419,[],9,1,1
1031,Rigged,0,5,10,0,2,22267,[],9,3,1
1032,Baldur,2,5,10,1,1,22144,[],9,1,1
1033,Ballistic,2,5,10,0,0,22240,[],9,1,1
1034,Bonjour,2,10,5,2,0,22302,[],9,2,1
1035,Djoko,2,10,5,0,0,22315,[],9,1,1
1036,Benzema,2,10,5,2,2,22334,[],9,2,1
1037,Neutral-42-1R,1,-5,10,0,1,15046,[],1,1,1
1038,Vascular,1,-5,10,2,2,20906,[],6,2,1
1039,Tacsas,2,-10,5,1,0,20474,[],5,2,1
1040,Latchkey,2,-10,5,1,2,20215,[],5,1,1
1041,Guardian,2,-10,5,1,2,22232,[],7,2,1
1042,DarkRepulser,2,10,-5,2,0,23188,[PASTA],9,2,1
1043,Elucidator,2,10,-5,0,2,23115,[PASTA],9,1,1
1044,Neutral-1S-1H,2,-5,-10,2,2,20010,[],5,2,1
1045,Neutral-1S-2G,2,-5,-10,0,0,20109,[],5,1,1
1046,Neutral-CT-1D,2,-10,-5,2,0,20273,[],5,1,1
1047,HwS-287,2,-10,-5,2,2,23447,[],9,1,1
1048,Neutral-CT-AD,0,-10,-5,1,2,20117,[],5,2,1
1049,Catalonia,2,6,9,0,1,15922,[],9,1,1
1051,Jade,1,9,6,0,2,22184,[],9,1,1
1052,Neutral-SJ-P,1,-6,9,1,1,15042,[],1,3,1
1053,Epidermis,2,-9,6,0,2,21161,[],6,1,1
1054,Spleen,2,-9,6,2,0,21339,[],6,1,1
1055,Plon,0,6,-9,1,2,23146,[PASTA],9,2,1
1056,Platon,2,6,-9,0,0,23346,[PASTA],9,2,1
1057,Gneiss,2,6,-9,1,2,23171,[PASTA],9,1,1
1058,NewWorld,2,9,-6,0,2,23025,[PASTA],9,2,1
1059,Apricot,0,9,-6,1,2,23023,[PASTA],9,2,1
1061,PastaBoom,2,-6,-9,2,1,21488,[],7,2,1
1062,Luffy,2,-6,-9,1,2,21572,[],7,3,1
1063,Titan,2,-9,-6,2,1,21757,[],7,3,1
1064,Delta_B,2,-29,16,2,0,23600,[],9,2,1
1065,Delta_A,2,-29,16,2,1,23963,[],9,2,1
1066,Delta_C,2,-29,16,1,0,23599,[],9,1,1
1067,Charlingore,2,17,9,1,2,23037,[],9,3,1
1068,NeLogistics,2,17,9,0,0,23198,[],9,2,1
1069,Qinteresa,2,17,9,1,2,23032,[],9,2,1
1070,Eostre,2,-18,-29,2,1,21753,[TAG],7,1,1
1071,Macha,2,-18,-29,0,1,21755,[TAG],7,1,1
1072,Diancecht,2,-18,-29,2,1,21811,[TAG],7,1,1
1073,Gondor,2,-28,14,0,2,23640,[],9,3,1
1074,Osgiliath,2,-28,14,0,1,20391,[],5,3,1
1075,Barad_Dur,2,-28,14,2,1,20422,[],5,2,1
1076,GoGo,0,20,18,1,2,22101,[],7,2,1
1077,Acarea,2,27,30,0,0,23931,[],10,1,1
1078,Reinier,2,27,30,1,2,19711,[],5,2,1
1079,Utamatisi,2,-12,-28,1,1,23291,[],9,2,1
1080,_-_-_,2,-12,-28,2,0,22907,[],8,1,1
1081,Neutral-O5-4,2,25,4,0,1,14757,[],1,3,1
1082,Rekcik,2,-30,11,0,2,23230,[],9,2,1
1083,Brixham,2,23,26,0,1,22518,[],8,1,1
1084,Caprice,2,23,26,0,2,22583,[],9,3,1
1085,Slytherin,2,22,18,0,0,22829,[],9,2,1
1086,Exoutlis,2,29,26,2,2,23159,[],9,3,1
1087,ZonneVeld,2,29,26,2,1,18818,[],4,1,1
1088,Visby,2,-26,15,1,1,19206,[],4,2,1
1089,Helsingborg,2,-26,15,0,1,19202,[],4,3,1
1090,Neutron,2,30,26,2,0,16865,[],2,2,1
1091,Phantom,0,-20,-28,0,2,22877,[TAG],9,2,1
1092,Thunderbolt,1,-20,-28,2,1,23073,[TAG],9,2,1
1093,Klaxon,2,22,-2,2,1,22718,[],9,1,1
1094,Puffelia,1,-28,-28,2,2,23280,[TAG],9,1,1
1095,Rothmans,2,-29,-27,1,2,23180,[],9,4,1
1096,Pallmall,2,-29,-27,0,0,23255,[],9,2,1
1097,EaglePark,2,25,1,0,1,22723,[],9,2,1
1098,Pere_Blaise,2,25,1,0,2,22945,[],9,2,1
1099,Meleagant,0,25,1,0,2,22956,[],9,1,1
1100,Neutral-7O-1H,1,-29,-26,0,1,15045,[],1,1,1
1101,DaNang,2,-28,21,2,2,21562,[],7,3,1
1102,DaLat,2,-28,21,0,1,21563,[],7,1,1
1103,Balistic,2,27,29,0,0,23921,[],10,2,1
1104,Acrophobia,2,27,29,2,2,23772,[],10,2,1
1105,Bolt,2,27,29,0,1,23751,[],10,3,1
1106,Rhodea,2,27,-4,2,0,23272,[],9,1,1
1107,Chernobyl,2,27,-4,0,0,23255,[],9,2,1
1108,Ultra_Vomit,2,23,-1,2,1,22176,[],9,1,1
1109,Gondolin,2,-28,13,1,0,20539,[],5,2,1
1110,E--1,2,-26,-27,0,1,21172,[TAG],6,2,1
1111,E--2,1,-26,-27,0,2,21157,[TAG],6,1,1
1112,Sligo,2,-29,-29,2,0,23046,[TAG],10,2,1
1113,Dartmoor,2,-29,-29,1,0,23045,[TAG],10,2,1
1114,Forth,2,-29,-29,2,2,21215,[TAG],10,1,1
1115,._._.,2,-14,-29,1,1,22721,[],8,1,1
1116,Roskilde,2,-26,14,2,2,19206,[],4,2,1
1117,Lejre,2,-26,14,2,0,21809,[],6,1,1
1118,._-_.,2,-13,-29,1,1,22828,[],8,2,1
1119,Amagilebhisi,2,-12,-29,0,2,23285,[],9,2,1
1120,Kami,2,-12,-29,0,0,22905,[],8,3,1
1121,Smurf,2,-12,-29,1,2,23284,[],9,2,1
1122,Mystique,2,-30,22,1,1,20923,[],6,3,1
1123,MeKong,2,-30,22,0,2,20895,[],6,2,1
1124,rada,2,24,19,0,1,22732,[],9,3,1
1125,Attol,2,24,19,1,2,21150,[],6,1,1
1126,Khalifa,2,27,1,1,1,16786,[],2,1,1
1127,Wizzle,2,27,1,1,2,21731,[],9,1,1
1128,Yvain,2,25,-3,0,0,22796,[],9,1,1
1130,SinCity,2,8,-7,2,1,23056,[PASTA],9,1,1
1131,Sympathie,2,8,-7,1,1,22989,[PASTA],9,2,1
1132,Speculos,0,8,-7,0,2,23010,[PASTA],9,2,1
1133,Duna,0,-29,7,1,1,22809,[],8,3,1
1134,Dakara,0,-29,7,0,1,22413,[],8,2,1
1135,Neutral-PD-9,1,24,-4,2,1,15043,[],1,1,1
1136,Tau-Churopia-Da,2,29,25,2,0,23284,[],9,3,1
1137,Awakenings,2,29,25,2,0,19767,[],5,2,1
1138,Loki,2,28,29,0,0,19897,[],4,2,1
1139,CopperPit,0,29,3,1,1,3306,[],1,1,1
1141,PlanetRocks,2,29,3,2,1,21596,[],9,3,1
1142,OnlyTitan,2,23,3,1,0,22704,[],8,2,1
1143,OpalTitan,1,23,3,0,2,22527,[],8,3,1
1144,OnyxTitan,1,23,3,1,0,22904,[],8,1,1
1145,HrMS-WitteDeWit,2,-29,18,0,1,23471,[],9,1,1
1146,LasSpace,2,-29,18,1,0,23437,[],9,3,1
1147,NordSeeSud,2,-29,18,0,2,23379,[],9,2,1
1148,Lancer,2,-19,-28,1,2,23056,[TAG],9,1,1
1149,Extra,2,19,17,2,2,20111,[],5,1,1
1150,Bixx,2,19,17,2,2,17895,[],3,3,1
1151,Brickston,2,19,17,2,0,20419,[],5,1,1
1152,Jabberwocky,2,27,-3,0,0,23320,[],9,3,1
1153,Hack,2,-30,-26,2,0,23284,[],9,1,1
1154,Cough,2,-30,-26,1,2,23216,[],9,1,1
1155,Ceridwen,2,-17,-29,2,2,21819,[TAG],7,2,1
1156,Belenus,0,-17,-29,2,2,21745,[TAG],7,2,1
1158,Under1,1,22,-1,2,2,22002,[],8,1,1
1159,Melchior,2,-29,11,2,1,23219,[],9,3,1
1160,Notnagel,2,-29,11,1,0,23381,[],9,1,1
1161,Roberta,2,-29,11,1,0,23382,[],9,1,1
1162,Gryffindor,0,21,18,1,2,22658,[],9,3,1
1163,Hagrid,2,21,18,0,0,22813,[],9,1,1
1164,Xenomorph,2,27,-1,1,0,22084,[],9,2,1
1165,Beleriand,2,27,-1,2,1,21997,[],9,3,1
1166,R2D2,2,24,3,2,2,22851,[],9,2,1
1167,BattleZone,2,27,2,0,2,21754,[],9,2,1
1168,Wizardory,2,16,9,0,2,23051,[],9,1,1
1169,Ridicoolus,2,16,9,0,0,23220,[],9,3,1
1170,Bombardo,2,16,9,1,2,23053,[],9,3,1
1171,Model3,3,-5,30,0,0,21390,[],6,3,1
1172,Insulev,0,-5,30,1,1,21723,[MNKY],6,1,1
1173,Dust,0,-29,6,0,1,22390,[],8,2,1
1174,Baeri,2,25,19,2,1,21675,[],7,2,1
1175,Ember,2,25,19,2,0,20773,[],5,3,1
1176,ABBA,2,25,19,1,0,20856,[],5,2,1
1177,Jalopy,2,25,-4,2,2,23102,[],9,2,1
1178,Murex,2,25,-4,0,1,23194,[],9,1,1
1179,Emeth,2,25,-4,2,0,23237,[],9,1,1
1180,Iridia,2,7,8,0,1,21802,[],9,1,1
1182,Nadal,2,8,7,1,1,22155,[],9,1,1
1183,Nova,2,8,7,0,1,22031,[],9,2,1
1184,Neutral-CE-F,1,-7,8,0,0,15062,[],1,2,1
1185,Sacrifice,2,-8,7,0,1,20753,[],5,2,1
1186,Swamp,2,-8,7,1,0,21318,[],6,2,1
1187,Urinion,2,-7,-8,1,0,18139,[],3,1,1
1188,Kailey,2,-7,-8,1,0,18140,[],3,1,1
1189,PerteAcceptable,2,-7,-8,2,0,18141,[],3,1,1
1190,Drake,2,-8,-7,1,2,21917,[],7,1,1
1191,Wolf,2,-8,-7,1,0,21701,[],7,1,1
1192,WestVale,2,-12,0,0,0,20098,[],5,3,1
1196,Neutral-RE-9,1,0,-12,1,0,15064,[],1,1,1
1197,Neutral-JY-Z,2,1,12,2,1,21821,[],9,2,1
1198,Neutral-RP-K1,2,1,12,0,0,21837,[],9,2,1
1200,Neutral-IR-15,1,-1,12,2,1,14720,[],1,2,1
1201,Budh,2,-12,1,0,2,23204,[],9,1,1
1202,Shukra,2,-12,1,0,1,23224,[],9,1,1
1203,basmatti,2,1,-12,1,1,23459,[PASTA],9,1,1
1204,tartiflette,2,1,-12,1,0,23358,[PASTA],9,1,1
1205,Choucroute,2,1,-12,2,0,23252,[PASTA],9,1,1
1206,Neutral-2Q-5,1,12,-1,0,2,14729,[],1,1,1
1207,Neutral-KP-V,1,-1,-12,1,0,15062,[],1,3,1
1208,Sirisa,1,-12,-1,1,2,23211,[],9,2,1
1209,Erisa,1,-12,-1,1,1,23212,[],9,2,1
1210,PortalOwl,0,2,12,2,2,14834,[],1,3,1
1211,BounceOwl,2,2,12,2,1,14832,[],1,4,1
1212,DesertOwl,2,2,12,1,1,14840,[],1,1,1
1213,Pandamic,0,12,2,2,1,21790,[],9,1,1
1214,Ori-OY,0,-2,12,1,1,19294,[],5,3,1
1215,Cardiovascular,2,-2,12,1,0,20106,[],6,1,1
1216,Original-OY-G,0,-2,12,1,2,19318,[],5,1,1
1217,Scrapyard,2,-12,2,2,2,20105,[],4,3,1
1218,pepperoni,2,2,-12,1,2,22651,[PASTA],9,2,1
1219,CarnivorePanda,0,12,-2,1,1,21865,[],9,2,1
1221,Pandalicious,0,12,-2,0,2,21937,[],9,2,1
1222,Neutral-CT-1Z,1,-2,-12,2,0,15065,[],1,1,1
1223,Neutral-D0-16,1,-2,-12,2,0,15063,[],1,2,1
1224,Neutral-G3-Z,1,-2,-12,2,0,15064,[],1,2,1
1225,Neutral-TP-11,1,-12,-2,1,2,15043,[],1,2,1
1226,Neutral-W3-2,1,-12,-2,2,1,15044,[],1,3,1
1227,Fifiwhine,2,3,12,1,0,22139,[],9,1,1
1228,Cabo,2,3,12,2,2,22032,[],9,4,1
1229,Poiuyqwerty,3,12,3,0,1,22538,[],10,1,1
1230,Neutral-EF-J,1,12,3,0,2,14720,[],1,3,1
1231,Neutral-VD-1C,1,12,3,1,2,14722,[],1,2,1
1232,Neutral-3L-I1,0,-3,12,0,0,22397,[],8,2,1
1233,Neutral-7J-1H,1,-12,3,0,1,15043,[],1,1,1
1234,Wacko,0,-12,3,0,2,19899,[],4,2,1
1235,ScoobyDoo,2,-12,3,1,0,20169,[],4,2,1
1236,Reblochon,2,3,-12,0,2,22361,[PASTA],9,2,1
1237,Barbecue,2,3,-12,0,2,22642,[PASTA],9,2,1
1238,Cassoulet,2,3,-12,1,1,22337,[PASTA],9,3,1
1239,Yuii,2,12,-3,1,0,22040,[PASTA],9,1,1
1240,Payet,2,12,-3,0,2,22004,[PASTA],9,2,1
1241,Papin,2,12,-3,2,0,22062,[PASTA],9,2,1
1242,totopasta,0,-3,-12,0,2,18243,[],3,1,1
1243,horkenforf,3,-3,-12,0,0,15003,[],1,3,1
1244,Jorden,3,-3,-12,0,1,15003,[],1,1,1
1245,ThaHobbit,2,-12,-3,1,0,20925,[],6,1,1
1246,ThaWizard,2,-12,-3,1,2,20364,[],5,2,1
1247,Zengoda,2,30,25,1,1,23124,[],9,4,1
1248,@lice,2,8,-5,2,2,23068,[PASTA],9,1,1
1249,BeautifulLife,2,8,-5,2,1,23082,[PASTA],9,3,1
1250,Sophie,2,8,-5,0,0,23040,[PASTA],9,2,1
1251,Atilla,2,3,-10,2,1,22928,[PASTA],9,1,1
1252,vvardenfell,2,2,-5,0,0,22758,[PASTA],9,1,1
1253,Cyrodil,2,2,-5,0,0,23084,[PASTA],9,2,1
1254,Neutral-KR-1H,1,23,2,1,1,15043,[],1,4,1
1255,OuchTitan,2,23,2,1,1,20586,[],6,2,1
1256,Wilson,0,20,17,1,2,20599,[],5,2,1
1257,Kneppfle,2,5,-4,1,1,22641,[PASTA],9,2,1
1258,PetvanKet,2,26,30,2,1,18793,[],4,3,1
1259,Ethereum,2,26,30,2,1,18795,[],4,3,1
1260,Bitcoin,2,26,30,2,2,20674,[],6,3,1
1261,Anubis,2,4,-5,2,1,23359,[PASTA],9,2,1
1262,Xylophone,2,24,26,0,1,22539,[],8,2,1
1263,Neutral-8L-19,1,22,26,1,1,15043,[],1,2,1
1264,Neutral-JO-1B,1,22,26,2,1,15042,[],1,4,1
1265,Light,2,22,26,2,1,22498,[],8,1,1
1266,Mamen,2,13,25,1,1,19616,[],5,2,1
1267,Grinch,2,12,28,1,1,21821,[],9,2,1
1268,Sinok,2,12,28,1,2,21811,[],9,3,1
1269,Salsufi,2,12,28,1,0,21915,[],9,2,1
1270,Obama,2,18,28,1,0,23343,[],8,2,1
1271,Mandela,2,18,28,0,1,23181,[],8,1,1
1273,Snape,2,22,17,1,1,22982,[],9,1,1
1274,banana,2,-28,-27,0,2,23271,[TAG],9,1,1
1275,ShadowTomato,2,-28,-27,0,2,23283,[TAG],9,3,1
1276,Weyoung,2,16,23,2,0,23375,[],9,2,1
1277,Uber,2,16,23,0,0,23381,[],9,2,1
1278,Casal,2,16,23,1,1,23202,[],9,2,1
1279,Sigtuna,2,-25,15,1,1,19179,[],4,1,1
1280,Maradonna,2,17,29,2,2,23133,[],8,1,1
1281,Clinton,2,17,29,1,0,23344,[],8,1,1
1282,Messi,2,17,29,1,2,23140,[],8,4,1
1283,BearCave,2,22,25,2,0,23259,[],9,1,1
1284,B-Lazer,2,22,25,0,2,22520,[],8,4,1
1285,Amazon,2,22,25,1,1,23096,[],9,2,1
1286,Mejis,2,15,29,1,2,24135,[],10,2,1
1287,Mario,0,29,-2,2,2,22599,[],9,3,1
1288,Gourde,2,19,25,2,0,23481,[],9,1,1
1289,Gondole,2,19,25,0,1,23206,[],9,2,1
1290,Hibrahimo,2,19,25,2,1,23193,[],9,2,1
1291,Saxophone,2,13,24,1,2,22186,[],7,1,1
1292,Kiwi,2,13,24,0,2,18461,[],3,2,1
1293,Loop,2,13,24,0,2,18459,[],3,2,1
1294,Plodaleko-Solok,2,30,24,1,2,23118,[],9,2,1
1295,BucketOfBlood,2,-14,-30,2,1,22700,[],8,1,1
1296,....,2,-14,-30,1,2,22642,[],8,2,1
1297,Tolana,0,-29,8,2,0,22546,[],8,2,1
1298,Hoth,0,-29,8,2,0,22943,[],8,3,1
1299,Dune,0,-29,8,2,1,22408,[],8,1,1
1300,GodeWind2,2,-30,18,1,1,23397,[],9,1,1
1301,NordSeeOst,2,-30,18,1,1,23472,[],9,3,1
1302,Schmoopie,2,28,2,0,2,21699,[],9,1,1
1303,Cotton,0,28,2,0,0,17992,[],3,2,1
1304,Toddler,2,26,-4,1,1,23076,[],9,1,1
1305,Guinessary,2,16,8,1,2,23012,[],9,2,1
1306,Estellium,2,16,8,2,0,23175,[],9,2,1
1307,D9Cat,0,27,3,1,2,19707,[],5,1,1
1308,Cube,0,30,-2,1,0,22868,[],10,1,1
1309,Neutral-9-1L,1,23,-2,0,1,14865,[],1,1,1
1310,Guenievre,2,24,-1,0,1,22376,[],9,1,1
1311,Blaine,2,16,28,2,1,23391,[],9,1,1
1312,Tull,2,16,28,0,1,23398,[],9,3,1
1313,Lycurgus,2,28,-1,2,2,21986,[],9,2,1
1314,Backpack,2,29,-1,2,2,22160,[],9,2,1
1315,ServerTime,2,29,-1,2,0,22598,[],10,1,1
1316,Speakers,2,29,-1,0,1,22152,[],9,1,1
1317,Acipenser,2,25,18,1,1,20722,[],5,2,1
1318,Beluga,2,25,18,0,0,20793,[],5,4,1
1319,NhaTrang,2,-29,22,1,0,20825,[],6,2,1
1320,Immarger,2,-30,10,0,1,23210,[],9,2,1
1321,RunBread,2,-30,10,0,1,23197,[],9,1,1
1322,CashCount,2,-30,10,2,0,23376,[],9,1,1
1323,Asgard,2,27,28,0,1,19812,[],4,1,1
1324,LeftNorthkinda,2,-30,-25,2,1,23185,[],9,2,1
1325,Sdorf,2,14,26,2,1,24314,[],11,2,1
1326,SchreinF,2,14,26,1,2,24313,[],11,1,1
1327,Trixo,2,12,25,2,0,17652,[],3,1,1
1328,Patex,2,12,25,1,1,19461,[],5,2,1
1329,Billing,2,12,25,2,0,19541,[],5,2,1
1330,Camerata,2,26,28,2,0,23895,[],10,3,1
1331,Donald,2,26,28,1,0,23918,[],10,2,1
1332,Xami,2,-13,-30,1,2,22695,[],8,4,1
1333,Xillo,2,-13,-30,2,2,22714,[],8,2,1
1334,Matcha,2,-23,-28,1,0,21222,[TAG],5,1,1
1335,K6CC,2,-28,19,2,2,23453,[],9,2,1
1336,K5CC,2,-28,19,0,2,23412,[],9,2,1
1338,Neutral-CJ-1I,1,11,4,2,1,15040,[],1,3,1
1339,EatCake,0,-4,11,0,0,19351,[],4,1,1
1340,Neutral-EQ-1,1,-4,11,2,1,15043,[],1,4,1
1341,Neutral-QN-X,1,-11,4,1,0,15063,[],1,2,1
1342,Neutral-GR-7,1,-11,4,0,1,15045,[],1,1,1
1343,Zarathoustra,2,4,-11,2,1,22690,[PASTA],9,3,1
1344,Corse,2,4,-11,1,0,22827,[PASTA],9,1,1
1345,Sampaoli,2,11,-4,1,2,22740,[PASTA],9,2,1
1346,Fluguschk,2,-4,-11,1,0,21773,[],7,2,1
1347,Thorgan,0,-4,-11,0,1,21618,[],7,2,1
1348,NXOR,2,-11,-4,2,2,23741,[],10,1,1
1349,AddRandomButton,2,-11,-4,0,0,23879,[],10,2,1
1350,Freestyler,2,-11,-4,2,2,23731,[],10,1,1
1351,SIEM,0,-5,29,1,1,22837,[MNKY],8,2,1
1352,EVENTS,0,-5,29,0,0,22934,[MNKY],8,1,1
1353,Psil_Cosyin,2,26,-3,0,0,23268,[],9,2,1
1354,Llamasoft,2,26,-3,2,2,23125,[],9,3,1
1356,Robin,2,25,28,0,0,19885,[],4,2,1
1357,Carophobia,2,25,28,2,2,23760,[],10,1,1
1358,Eeel,2,25,28,0,0,23910,[],10,2,1
1359,Kaprika,2,-5,2,0,0,20639,[],5,2,1
1360,Korm,0,-5,2,2,2,20239,[],5,2,1
1361,Your_Moms_House,3,-5,2,0,0,16537,[],2,3,1
1363,Leodagan,2,25,-2,1,0,22985,[],9,3,1
1364,Bluebeard,2,22,0,2,1,22213,[],9,2,1
1365,Left,2,22,0,0,0,21752,[],8,3,1
1366,Fivegthirteen,1,-16,-30,0,1,22990,[TAG],8,2,1
1367,Ideeonetee,1,-16,-30,0,2,24008,[TAG],10,2,1
1368,Tuzitoo,1,-16,-30,2,2,22981,[TAG],8,2,1
1369,Cheese,2,-21,-28,2,1,17684,[TAG],5,3,1
1370,Steak,2,-21,-28,2,0,20028,[TAG],5,4,1
1371,Narco,2,-28,22,2,0,20803,[],6,2,1
1372,NinhHoa,2,-28,22,2,0,20793,[],6,2,1
1373,Mevanwi,2,26,-2,1,0,23080,[],9,4,1
1374,Roi_Burgonde,2,26,-2,2,1,22799,[],9,2,1
1375,Amiga,2,26,-2,1,2,22630,[],9,1,1
1376,Neutral-O2-7,1,24,2,1,1,14886,[],1,1,1
1377,Dumbledore,2,21,17,0,2,22436,[],9,3,1
1378,McGonagall,2,21,17,1,0,23083,[],9,1,1
1379,Flitwick,2,21,17,0,0,22442,[],8,1,1
1380,Volcano,2,30,23,0,1,23594,[],10,1,1
1381,Puma,2,30,23,1,2,23060,[],9,2,1
1382,Plingcan-Xenix,2,30,23,2,1,23137,[],9,3,1
1383,Willow,2,20,16,0,1,20566,[],5,2,1
1384,Wolfgang,2,20,16,1,1,20691,[],5,1,1
1385,Balthazar,2,5,11,2,0,22226,[],9,2,1
1386,Bartholomew,2,5,11,2,0,21723,[],8,1,1
1387,Neutral-JL-1J,2,11,5,0,0,22920,[],9,2,1
1388,Neutral-FX-7,2,11,5,2,2,22798,[],9,1,1
1389,TCell,2,-5,11,0,1,20927,[],6,2,1
1390,Bladder,2,-5,11,1,1,20913,[],6,2,1
1391,Butthole,2,-5,11,1,0,20148,[],4,2,1
1392,Neutral-Y-1K,1,-11,5,2,1,15044,[],1,2,1
1393,Neutral-AF-1E,1,-11,5,0,0,15064,[],1,3,1
1394,Neutral-LK-1B,1,-11,5,2,1,15044,[],1,1,1
1395,Sauerkraut,2,5,-11,1,0,22807,[PASTA],9,2,1
1396,Sauron,2,5,-11,2,1,22662,[PASTA],9,1,1
1397,Dane,2,11,-5,2,0,23145,[PASTA],9,1,1
1398,Joystick,2,11,-5,1,0,23073,[PASTA],9,1,1
1399,Grande,2,11,-5,0,0,23151,[PASTA],9,2,1
1400,Poulpe,2,-5,-11,1,0,21568,[],7,1,1
1401,Babysaur,2,-11,-5,1,1,23731,[],10,1,1
1402,FogOfPeace,2,-11,-5,2,2,23741,[],10,2,1
1403,Minerallergic,2,-11,-5,1,0,23881,[],10,2,1
1405,Emgazi,2,6,10,0,1,21995,[],9,1,1
1406,Arladnforever,2,10,6,0,0,22283,[],9,1,1
1407,Arlandforever,2,10,6,1,1,22380,[],9,2,1
1408,Lea1,2,10,6,2,0,22287,[],9,2,1
1409,Foot,2,-6,10,0,2,20088,[],4,3,1
1410,Zapped,2,-6,10,1,0,19881,[],4,2,1
1411,Neuron,2,-6,10,1,0,21021,[],6,1,1
1412,Lotus,2,-10,6,1,1,20021,[],4,2,1
1413,Lakers,2,-10,6,0,0,20111,[],4,1,1
1414,Sorsha,2,6,-10,0,1,23141,[PASTA],9,3,1
1415,Socrate,2,6,-10,0,2,23139,[PASTA],9,2,1
1416,Sangria,2,10,-6,0,0,23076,[PASTA],9,2,1
1417,Santiago,2,10,-6,1,0,23038,[PASTA],9,1,1
1418,PBisBeautiful,2,10,-6,0,1,23025,[PASTA],9,3,1
1419,Bukkake,2,-6,-10,0,2,21575,[],7,1,1
1420,IAmNotARobot,2,-10,-6,0,1,23734,[],10,2,1
1421,Turlututu,2,-10,-6,1,0,23882,[],10,1,1
1422,Jentric,2,7,10,0,0,19338,[],8,2,1
1423,Landown,2,7,10,2,0,22128,[],9,1,1
1424,Lakar,2,7,10,2,1,21990,[],9,3,1
1425,Neutral-KN-Y,2,10,7,0,2,22179,[],9,1,1
1426,Neutral-OM-W,2,10,7,1,0,22244,[],9,2,1
1427,Funky,2,-7,10,1,0,20054,[],4,1,1
1428,Beans,2,-7,10,1,1,19996,[],4,2,1
1429,Neutral-HS-10,1,-10,7,1,2,15043,[],1,1,1
1430,Kasni,3,-10,7,0,1,15003,[],1,1,1
1431,Krildor10,2,-10,7,0,1,22694,[],8,2,1
1432,BUSTER,2,7,-10,1,1,23228,[PASTA],9,2,1
1433,BUDDY,2,7,-10,0,2,23226,[PASTA],9,3,1
1434,Roronoa,2,7,-10,0,1,23139,[PASTA],9,1,1
1435,Salty,2,10,-7,0,2,22989,[PASTA],9,1,1
